tube,species,mean_temp,temp_var,temp_id,resource,male,removed,KBP,missing,mortality_day,lifespan,end_data_date,length_RAW,length_mag_correction,lm_corr_factor,inf,spore_RAW,spore_water_added,notes
640,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
641,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
642,cerio,15,0,15,1,,,,,5/11/22,36,,41,,,0,NA,,
643,cerio,15,0,15,1,1,1,,,NA,NA,5/1/22,34,,,0,NA,,
644,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
645,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
646,cerio,15,0,15,1,,,,,5/4/22,29,,NA,,,1,22,0,
647,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
648,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
649,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
650,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
651,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
652,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
653,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
654,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
655,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
656,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
657,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
658,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
659,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
660,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
661,cerio,20,0,20,1,,,,,4/30/22,25,,36,,,0,NA,,
662,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
663,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
664,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
665,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
666,cerio,20,0,20,1,,,,,4/22/22,17,,NA,,,0,0,0,
667,cerio,20,0,20,1,,,,,NA,NA,4/11/22,NA,,,NA,NA,,
668,cerio,20,0,20,1,,,,,4/23/22,18,,32,,,1,48,0,
669,cerio,20,0,20,1,,,,,4/22/22,17,,39,,,1,37,0,
670,cerio,20,0,20,1,,,,,4/23/22,18,,39,,,1,28,0,
671,cerio,20,0,20,1,,,,,4/22/22,17,,40,,,1,20,0,
672,cerio,20,0,20,1,,,,,4/20/22,15,,33,,,1,15,1,
673,cerio,20,0,20,1,,,,,4/30/22,25,,32,,,1,41,0,
674,cerio,20,0,20,1,,,,,4/23/22,18,,35,,,1,45,1,
675,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
678,cerio,20,0,20,1,,,,1,NA,NA,5/15/22,NA,,,NA,NA,,
679,cerio,20,0,20,1,,,,,4/20/22,15,,35,,,1,36,0,
680,cerio,20,0,20,1,,,,,4/23/22,18,,NA,,,1,33,1,
681,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
682,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
683,cerio,20,0,20,1,,,,,5/2/22,27,,39,,,0,NA,,
684,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
685,cerio,20,0,20,1,,,,,4/20/22,15,,32,,,1,18,0,
686,cerio,20,0,20,1,,,,,4/24/22,19,,NA,,,1,44,0,
687,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
688,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
689,cerio,20,0,20,1,,,,,4/20/22,15,,38,,,1,13,0,
690,cerio,20,0,20,1,,,,,4/22/22,17,,36,,,1,76,0,
691,cerio,20,0,20,1,,,,1,NA,NA,4/21/22,NA,,,NA,NA,,
692,cerio,20,0,20,1,,,,,4/23/22,18,,33,,,1,43,0,
693,cerio,20,0,20,1,,,,,4/21/22,16,,31,,,0,0,0,
694,cerio,20,0,20,1,,,,,4/30/22,25,,36,,,0,NA,,
695,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
696,cerio,20,0,20,1,,,,1,NA,NA,4/21/22,NA,,,NA,NA,,
697,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
698,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
699,cerio,20,0,20,1,,,,1,NA,NA,4/28/22,NA,,,NA,NA,,
700,cerio,20,0,20,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
701,cerio,25,0,25,1,,,,,4/20/22,15,,37,,,1,4,0,
702,cerio,25,0,25,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
703,cerio,25,0,25,1,,,,,5/10/22,35,,NA,,,0,NA,,
704,cerio,25,0,25,1,,,,,5/12/22,37,,45,,,0,NA,,
705,cerio,25,0,25,1,,,,1,NA,NA,4/22/22,NA,,,NA,NA,,
706,cerio,25,0,25,1,,,1,,NA,NA,4/16/22,39,,,NA,NA,,
707,cerio,25,0,25,1,,,,,5/14/22,39,,45,,,0,NA,,
708,cerio,25,0,25,1,,,,,4/28/22,23,,40,,,0,NA,,
709,cerio,25,0,25,1,,,,,5/10/22,35,,NA,,,0,NA,,
710,cerio,25,0,25,1,,,,1,NA,NA,5/3/22,NA,,,NA,NA,,
711,cerio,25,0,25,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
712,cerio,25,0,25,1,,,,,4/29/22,24,,NA,,,NA,NA,,
713,cerio,25,0,25,1,,,,1,4/17/22,12,,NA,,,NA,NA,,
714,cerio,25,0,25,1,,,,,5/5/22,30,,46,,,0,NA,,
715,cerio,25,0,25,1,,,,,5/10/22,35,,NA,,,0,NA,,
716,cerio,25,0,25,1,,,,,4/20/22,15,,NA,,,1,11,0,
717,cerio,25,0,25,1,,,,,4/19/22,14,,39,,,1,37,0,
718,cerio,25,0,25,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
719,cerio,25,0,25,1,,,,,4/19/22,14,,NA,,,1,13,0,
720,cerio,25,0,25,1,,,,,4/19/22,14,,33,,,1,33,0,
721,cerio,25,0,25,1,,,,,5/9/22,34,,NA,,,0,NA,,
726,cerio,25,0,25,1,,,,,4/18/22,13,,38,,,1,34,0,
727,cerio,25,0,25,1,,,,,4/19/22,14,,NA,,,1,48,0,
728,cerio,25,0,25,1,,,,,4/18/22,13,,33,,,1,33,0,
729,cerio,25,0,25,1,,,,,4/20/22,15,,NA,,,1,4,0,
730,cerio,25,0,25,1,,,,,4/18/22,13,,NA,,,1,45,0,
731,cerio,25,0,25,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
732,cerio,25,0,25,1,,,,,4/19/22,14,,40,,,1,62,0,
733,cerio,25,0,25,1,,,,,4/21/22,16,,40,,,1,23,0,
734,cerio,25,0,25,1,,,,1,NA,NA,4/21/22,NA,,,NA,NA,,
735,cerio,25,0,25,1,,,,,4/18/22,13,,37,,,1,18,0,
736,cerio,25,0,25,1,,,,,4/17/22,12,,40,,,1,49,0,
737,cerio,25,0,25,1,,,,,4/29/22,24,,NA,,,0,NA,,
738,cerio,25,0,25,1,,,,1,NA,NA,4/10/22,NA,,,NA,NA,,
739,cerio,25,0,25,1,,,,,4/17/22,12,,41,,,1,62,0,
740,cerio,25,0,25,1,,,,,4/19/22,14,,33,,,1,15,0,
741,cerio,25,0,25,1,,,,,4/19/22,14,,NA,,,1,28,0,
742,cerio,25,0,25,1,,,,,4/19/22,14,,NA,,,1,NA,,
743,cerio,25,0,25,1,,,,,4/20/22,15,,36,,,1,21,0,
744,cerio,25,0,25,1,,,,,4/18/22,13,,NA,,,1,39,0,
745,cerio,25,0,25,1,,,,,4/21/22,16,,42,,,1,50,0,
746,cerio,25,0,25,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
747,cerio,25,0,25,1,,,,1,NA,NA,4/10/22,NA,,,NA,NA,,
748,cerio,25,0,25,1,,,,,4/19/22,14,,NA,,,1,NA,,
749,cerio,25,0,25,1,,,,,4/24/22,19,,NA,,,1,48,0,
750,cerio,25,0,25,1,,,,,4/19/22,14,,32,,,1,41,0,
