tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,mortality_day,final_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,inf
189,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,0
190,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,0
191,daphnia,15,0,15,0.1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,daphnia,15,0,15,0.1,,,,4/13/22,NA,4/13/22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,6,NA,NA,NA,NA,NA,NA,0
194,daphnia,15,0,15,0.1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,0
196,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,NA,NA,NA,NA,NA,NA,0
197,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,7,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,0
198,daphnia,15,0,15,0.1,,,,4/14/22,NA,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
200,daphnia,15,0,15,0.1,,,,,4/16/22,4/16/22,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,daphnia,15,0,15,0.1,,,,4/11/22,NA,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,0
203,daphnia,15,0,15,0.1,,,,4/14/22,NA,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,daphnia,15,0,15,0.1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,daphnia,15,0,15,0.1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,daphnia,15,0,15,0.1,,,,,4/12/22,4/12/22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,8,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,NA,NA,NA,NA,NA,NA,0
208,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,0
209,daphnia,15,0,15,0.1,,,,,4/12/22,4/12/22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,daphnia,15,0,15,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,0
211,daphnia,15,0,15,0.5,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,7,0,0,0,6,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,NA,NA,0
212,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,0,0,0,10,0,0,0,NA,0
213,daphnia,15,0,15,0.5,,,,,5/1/22,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
214,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,7,0,0,0,8,0,0,0,0,7,0,0,0,0,9,0,0,0,0,7,NA,0
215,daphnia,15,0,15,0.5,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,7,0,0,0,0,8,0,0,0,0,9,0,0,0,0,7,0,NA,NA,0
216,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,10,0,0,0,9,0,0,0,0,8,0,0,0,0,13,0,0,NA,0
217,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,11,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,NA,0
218,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,8,0,0,0,0,7,1,0,0,NA,0
219,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,NA,0
220,daphnia,15,0,15,0.5,,,,4/10/22,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,NA,0
222,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,12,0,0,0,NA,0
223,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,2,1,0,0,NA,0
224,daphnia,15,0,15,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,9,0,0,0,1,10,0,0,0,0,10,0,0,0,0,6,0,0,NA,0
225,daphnia,15,0,15,0.5,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,10,0,0,0,0,10,NA,NA,0
226,daphnia,15,0,15,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
227,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,0
228,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,10,0,0,0,0,12,0,0,0,NA,NA,NA,NA,NA,NA,0
229,daphnia,15,0,15,0.5,,,,,5/12/22,5/12/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
230,daphnia,15,0,15,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
231,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,0
232,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,9,0,0,0,0,9,NA,NA,NA,NA,NA,NA,0
233,daphnia,15,0,15,0.5,,,,4/20/22,NA,4/20/22,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,0
235,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,1,NA,NA,NA,NA,NA,NA,0
236,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,9,0,0,0,0,0,12,NA,NA,NA,NA,NA,NA,0
237,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,9,NA,NA,NA,NA,NA,NA,0
238,daphnia,15,0,15,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
239,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,0
240,daphnia,15,0,15,0.5,,,,5/14/22,NA,5/14/22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,7,0,0,0,0,6,0,0,0,0,9,0,0,0,0,9,NA,NA,NA,NA,NA,NA,0
242,daphnia,15,0,15,0.5,,,,,5/4/22,5/4/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
243,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0
244,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,9,0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,0
245,daphnia,15,0,15,0.5,,,,,5/7/22,5/7/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,5,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
246,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,8,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,0
247,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,6,0,0,0,0,9,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,0
248,daphnia,15,0,15,0.5,,,,,4/15/22,4/15/22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,5,0,0,0,7,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,0
250,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,0
251,daphnia,15,0,15,0.5,,,,,5/4/22,5/4/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
252,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,9,0,0,0,0,9,NA,NA,NA,NA,NA,NA,0
253,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,8,0,0,0,0,7,0,0,0,0,12,0,0,0,0,12,0,0,NA,NA,NA,NA,NA,NA,0
254,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,9,0,0,0,NA,NA,NA,NA,NA,NA,0
255,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,7,0,0,0,0,10,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,0
256,daphnia,15,0,15,0.5,,,,4/11/22,NA,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,daphnia,15,0,15,0.5,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
258,daphnia,15,0,15,0.5,,,,,4/22/22,4/22/22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
259,daphnia,15,0,15,0.5,,,,4/20/22,NA,4/20/22,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,daphnia,15,0,15,0.5,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0,NA,NA,NA,NA,NA,NA,0
262,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,5,1,0,0,0,0,9,0,0,NA,NA,NA,NA,NA,NA,0
263,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,6,0,0,0,0,7,0,0,0,0,10,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,0
264,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,9,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,0
265,daphnia,15,0,15,0.5,,,,,4/15/22,4/15/22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,0
267,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,0
268,daphnia,15,0,15,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,8,0,0,0,0,6,0,0,0,0,8,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,0
269,daphnia,15,0,15,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
270,daphnia,15,0,15,0.5,,,,4/13/22,NA,4/13/22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,6,0,0,0,0,6,0,0,0,8,0,0,0,0,0,10,0,0,0,0,4,0,0,NA,0
272,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0
273,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,0,NA,0
274,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,8,0,0,0,0,7,0,0,0,0,5,0,0,0,0,11,0,0,0,0,5,0,NA,0
275,daphnia,15,0,15,1,,,1,5/11/22,NA,5/11/22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
276,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,7,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,NA,0
277,daphnia,15,0,15,1,1,1,,5/5/22,,5/5/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
278,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,0
279,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
280,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,2,0,0,NA,0
281,daphnia,15,0,15,1,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,7,0,0,0,1,6,0,0,0,0,9,0,0,0,0,6,NA,NA,NA,0
282,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,NA,0
283,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,1,0,6,0,0,0,0,5,NA,0
284,daphnia,15,0,15,1,,1,,5/23/22,,5/23/22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,1,0,0,6,0,0,0,0,7,0,0,0,0,9,0,0,0,0,5,0,0,NA,0
285,daphnia,15,0,15,1,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,1,0,3,1,0,0,0,6,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,NA,NA,0
286,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,NA,NA,NA,NA,NA,NA,0
