tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,mortality_day,final_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,inf
483,daphnia,25,0,25,0.1,,,1,4/26/22,NA,4/26/22,0,0,0,0,0,4,0,0,4,0,2,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,daphnia,25,0,25,0.1,,,,4/25/22,NA,4/25/22,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,daphnia,25,0,25,0.1,,,,4/25/22,NA,4/25/22,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,daphnia,25,0,25,0.1,,,,,4/18/22,4/18/22,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
487,daphnia,25,0,25,0.1,,,1,4/26/22,NA,4/26/22,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,daphnia,25,0,25,0.1,,,,4/25/22,NA,4/25/22,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,daphnia,25,0,25,0.1,,,,4/24/22,NA,4/24/22,0,0,0,0,0,3,0,2,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,daphnia,25,0,25,0.1,,,,,4/24/22,4/24/22,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
491,daphnia,25,0,25,0.1,,,,,4/23/22,4/23/22,0,0,0,2,0,0,0,0,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
492,daphnia,25,0,25,0.1,,,,4/19/22,NA,4/19/22,0,0,0,0,0,2,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,daphnia,25,0,25,0.1,,,,,4/24/22,4/24/22,0,0,0,1,0,4,0,0,3,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
494,daphnia,25,0,25,0.1,,,,,4/23/22,4/23/22,0,0,0,0,0,3,0,3,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
495,daphnia,25,0,25,0.1,,,,,4/21/22,4/21/22,0,0,0,0,0,4,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
496,daphnia,25,0,25,0.1,,,,,4/26/22,4/26/22,0,0,0,0,2,0,3,4,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
497,daphnia,25,0,25,0.1,,,,,4/17/22,4/17/22,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
498,daphnia,25,0,25,0.1,,,,,4/22/22,4/22/22,0,0,0,1,0,3,0,0,4,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
499,daphnia,25,0,25,0.1,,,1,4/26/22,NA,4/26/22,0,0,0,0,2,0,0,3,0,3,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,daphnia,25,0,25,0.1,,,,,4/24/22,4/24/22,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
501,daphnia,25,0,25,0.1,,,,,4/20/22,4/20/22,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
502,daphnia,25,0,25,0.1,,,,,4/24/22,4/24/22,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
503,daphnia,25,0,25,0.1,1,,,,4/21/22,4/21/22,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
504,daphnia,25,0,25,0.1,,,,,4/23/22,4/23/22,0,0,1,0,0,3,0,2,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
505,daphnia,25,0,25,0.1,,,,,4/24/22,4/24/22,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
506,daphnia,25,0,25,0.1,,,,,4/24/22,4/24/22,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
507,daphnia,25,0,25,0.1,,,,4/11/22,NA,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,daphnia,25,0,25,0.1,,,,,4/24/22,4/24/22,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
509,daphnia,25,0,25,0.1,,,,,4/26/22,4/26/22,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
510,daphnia,25,0,25,0.1,,,,4/10/22,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,daphnia,25,0,25,0.5,,,,4/10/22,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,daphnia,25,0,25,0.5,,,,,5/21/22,5/21/22,0,0,4,0,3,0,0,5,0,4,0,5,0,0,6,0,8,0,0,8,0,12,0,7,1,0,7,0,5,1,0,8,0,5,0,0,10,0,10,0,0,8,NA,NA,0
513,daphnia,25,0,25,0.5,,,,,5/22/22,5/22/22,0,4,0,0,3,0,7,0,8,0,6,0,0,7,0,10,0,8,0,0,5,0,8,0,10,0,0,8,0,9,0,8,0,0,8,0,9,0,0,5,0,0,2,NA,0
514,daphnia,25,0,25,0.5,,1,,5/23/22,NA,5/23/22,0,3,0,0,5,0,7,0,6,0,6,0,0,5,0,8,0,7,1,0,7,0,9,0,0,7,0,6,0,6,0,0,7,0,9,0,2,5,0,6,0,0,2,NA,0
515,daphnia,25,0,25,0.5,,,,,5/21/22,5/21/22,0,0,6,0,9,0,0,8,0,7,0,7,0,0,7,0,9,0,0,0,0,7,0,7,0,0,8,0,12,0,6,0,0,9,0,9,0,0,2,2,0,0,NA,NA,0
516,daphnia,25,0,25,0.5,,,,,4/10/22,4/10/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,daphnia,25,0,25,0.5,,,,,5/22/22,5/22/22,0,0,4,0,7,0,8,0,7,0,0,5,0,8,0,8,0,0,7,0,10,0,8,0,0,9,0,9,0,7,1,0,8,0,7,0,4,2,0,8,1,0,1,NA,0
518,daphnia,25,0,25,0.5,,,,,4/10/22,4/10/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,daphnia,25,0,25,0.5,,1,,5/23/22,NA,5/23/22,0,3,0,0,7,0,8,0,6,0,0,6,0,7,0,1,0,8,0,0,8,0,11,0,11,0,0,9,0,8,0,6,0,0,5,0,13,0,0,9,0,6,0,NA,0
520,daphnia,25,0,25,0.5,,,,,4/10/22,4/10/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,daphnia,25,0,25,0.5,,,,,5/23/22,5/23/22,0,5,0,0,7,0,6,0,5,0,0,7,0,7,0,11,0,0,10,0,10,0,0,5,0,7,0,0,9,0,7,0,7,0,0,9,0,7,0,0,6,0,1,0,0
522,daphnia,25,0,25,0.5,,,1,4/18/22,NA,4/18/22,0,2,2,0,7,0,9,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
523,daphnia,25,0,25,0.5,,,,,5/22/22,5/22/22,0,0,4,0,2,0,8,0,0,6,0,8,0,7,0,8,0,0,10,0,12,0,0,4,0,4,0,5,0,0,9,0,7,0,6,0,0,9,0,9,0,0,4,NA,0
524,daphnia,25,0,25,0.5,,1,,5/23/22,NA,5/23/22,0,0,3,0,6,0,7,0,8,0,0,0,0,8,0,10,0,0,10,0,14,0,10,0,0,10,0,11,0,9,0,4,10,0,8,0,0,9,0,10,0,0,8,NA,0
525,daphnia,25,0,25,0.5,,,,,5/23/22,5/23/22,0,4,0,0,5,0,10,0,7,0,5,0,0,6,0,9,0,0,5,0,8,0,0,3,0,8,0,11,0,0,2,0,14,0,0,8,0,8,0,0,6,0,7,0,0
526,daphnia,25,0,25,0.5,,,,,4/20/22,4/20/22,0,1,1,0,2,0,8,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
527,daphnia,25,0,25,0.5,,,,,4/22/22,4/22/22,0,3,0,0,3,1,6,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
528,daphnia,25,0,25,0.5,,,,,4/18/22,4/18/22,0,0,2,0,4,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
529,daphnia,25,0,25,0.5,,,,,4/24/22,4/24/22,0,0,3,0,4,0,6,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
530,daphnia,25,0,25,0.5,,,,,4/20/22,4/20/22,0,0,1,0,2,0,0,6,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
531,daphnia,25,0,25,0.5,,,,,4/22/22,4/22/22,0,5,1,0,5,0,7,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
532,daphnia,25,0,25,0.5,,,,,4/20/22,4/20/22,0,0,4,0,4,0,6,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
533,daphnia,25,0,25,0.5,,,,,4/22/22,4/22/22,0,4,0,0,0,0,6,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
534,daphnia,25,0,25,0.5,,,,,4/21/22,4/21/22,0,4,0,0,2,0,5,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
535,daphnia,25,0,25,0.5,,,,,4/20/22,4/20/22,0,3,0,0,0,0,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
536,daphnia,25,0,25,0.5,,,,,4/19/22,4/19/22,0,0,3,0,4,0,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
537,daphnia,25,0,25,0.5,,,,,4/22/22,4/22/22,0,0,6,0,3,0,0,8,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
538,daphnia,25,0,25,0.5,,,,,4/17/22,4/17/22,0,0,2,0,3,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
539,daphnia,25,0,25,0.5,1,,,4/16/22,NA,4/16/22,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
540,daphnia,25,0,25,0.5,,,,,4/17/22,4/17/22,0,5,0,0,4,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
541,daphnia,25,0,25,0.5,,,,,4/16/22,4/16/22,0,0,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,daphnia,25,0,25,0.5,,,,,4/21/22,4/21/22,0,1,0,0,3,0,6,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
543,daphnia,25,0,25,0.5,,,,,4/18/22,4/18/22,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
544,daphnia,25,0,25,0.5,,,,,4/23/22,4/23/22,0,0,6,0,3,0,0,6,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
545,daphnia,25,0,25,0.5,,,,,4/10/22,4/10/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,daphnia,25,0,25,0.5,,,,,4/20/22,4/20/22,0,0,5,0,0,1,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
547,daphnia,25,0,25,0.5,,,,,4/20/22,4/20/22,0,0,4,0,1,0,4,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
548,daphnia,25,0,25,0.5,,,,,4/21/22,4/21/22,0,2,0,0,4,0,7,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
549,daphnia,25,0,25,0.5,,,,,4/22/22,4/22/22,0,4,0,0,5,0,2,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
550,daphnia,25,0,25,0.5,,,,,4/19/22,4/19/22,0,3,0,0,0,0,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
551,daphnia,25,0,25,0.5,,,,,4/19/22,4/19/22,0,0,0,0,1,2,1,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
552,daphnia,25,0,25,0.5,,,,,4/20/22,4/20/22,0,0,1,0,0,2,0,5,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
553,daphnia,25,0,25,0.5,,,,,4/17/22,4/17/22,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
554,daphnia,25,0,25,0.5,1,,,4/16/22,NA,4/16/22,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
555,daphnia,25,0,25,0.5,1,,,4/16/22,NA,4/16/22,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
556,daphnia,25,0,25,1,,1,,5/23/22,NA,5/23/22,0,0,0,0,6,0,8,0,0,8,0,9,0,9,0,12,0,0,11,0,15,0,0,12,0,14,0,11,0,0,13,0,15,0,12,0,2,7,0,9,0,0,3,NA,0
557,daphnia,25,0,25,1,,,,,5/22/22,5/22/22,0,0,2,0,6,0,9,0,9,0,0,5,0,10,0,7,0,0,10,0,0,0,0,2,0,8,0,0,2,0,19,0,0,0,0,11,0,0,0,1,2,0,0,NA,0
558,daphnia,25,0,25,1,,,,,5/21/22,5/21/22,0,5,0,0,0,0,14,0,10,0,10,0,0,5,0,14,0,16,0,14,0,0,16,0,18,0,17,0,0,13,0,14,0,16,0,0,16,0,19,0,0,10,NA,NA,0
559,daphnia,25,0,25,1,,,,,5/13/22,5/13/22,0,4,0,0,9,0,12,0,9,0,3,5,0,9,0,10,0,0,13,0,20,0,20,0,0,18,0,15,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
560,daphnia,25,0,25,1,,,,,5/21/22,5/21/22,0,0,0,0,4,0,6,0,4,0,8,0,0,7,0,10,0,12,0,6,0,1,12,0,13,0,10,0,0,9,0,12,0,8,0,0,10,0,11,0,0,9,NA,NA,0
561,daphnia,25,0,25,1,,,,,5/22/22,5/22/22,0,0,2,0,6,0,1,0,0,0,0,0,0,5,0,0,0,0,9,0,4,0,14,0,0,14,0,14,0,0,10,0,16,0,12,0,0,14,0,18,0,0,10,NA,0
562,daphnia,25,0,25,1,,,,,5/19/22,5/19/22,0,4,1,0,7,0,12,0,8,0,2,7,0,9,0,12,0,3,0,2,17,0,15,0,0,15,0,1,0,14,0,0,0,0,15,0,0,0,0,0,NA,NA,NA,NA,0
563,daphnia,25,0,25,1,,,,,4/16/22,4/16/22,0,0,2,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,daphnia,25,0,25,1,,,,,5/23/22,5/23/22,0,0,5,0,8,0,13,0,10,0,0,2,0,11,0,8,0,0,2,0,0,0,1,12,0,13,0,13,0,0,12,0,17,0,5,10,0,11,0,0,7,0,8,0,0
565,daphnia,25,0,25,1,,,,,5/11/22,5/11/22,0,4,0,0,5,0,11,0,12,0,10,0,0,10,0,8,0,13,0,0,13,0,19,0,11,0,8,5,0,11,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
566,daphnia,25,0,25,1,,,,,5/21/22,5/21/22,0,0,2,0,6,0,12,0,0,14,0,10,0,6,0,7,2,0,17,0,18,0,1,10,0,17,0,11,0,2,11,0,11,0,0,12,0,11,0,0,11,0,NA,NA,0
567,daphnia,25,0,25,1,,1,,5/23/22,NA,5/23/22,0,0,3,0,5,0,10,0,11,0,8,0,0,10,0,11,0,0,10,0,13,0,4,0,14,0,0,17,0,10,0,5,0,0,10,0,3,0,4,0,0,12,0,NA,0
568,daphnia,25,0,25,1,,,,,5/22/22,5/22/22,0,0,4,0,6,0,0,8,0,10,0,0,0,10,0,12,0,0,14,0,14,0,0,16,0,14,0,10,0,1,11,0,9,0,0,4,0,11,0,0,7,0,6,NA,0
569,daphnia,25,0,25,1,,,,4/11/22,NA,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,daphnia,25,0,25,1,,,,,5/23/22,5/23/22,0,0,2,0,3,0,10,0,0,10,0,8,0,7,0,10,0,0,11,0,14,0,0,11,0,17,0,12,0,0,13,0,13,0,0,14,0,16,0,0,9,0,10,0,0
571,daphnia,25,0,25,1,,,,,4/19/22,4/19/22,0,0,1,0,6,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
572,daphnia,25,0,25,1,,,,,4/21/22,4/21/22,0,0,2,0,6,0,9,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
573,daphnia,25,0,25,1,,,,,4/14/22,4/14/22,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
